Year,Position,Amateur Team,Games,Points,Goalie Wins,Score,Amateur League
1987,Forward,Chicoutimi Sagueneens (QMJHL),350.0,210.0,,560.0,QMJHL
1987,Defence,Swift Current Broncos (WHL),151.0,19.0,,170.0,WHL
1987,Forward,St. Michael's (MetJBHL),15.0,0.0,,15.0,
1987,Forward,Granby Bisons (QMJHL),188.0,18.0,,206.0,QMJHL
1987,Defence,Prince Albert Raiders (WHL),23.0,0.0,,23.0,WHL
1987,Forward,Bellows Free Academy (High-VT),967.0,819.0,,1786.0,High School
1987,Goalie,Oshawa Generals (OHL),500.0,9.0,166.0,509.0,OHL
1987,Defence,Granby Bisons (QMJHL),1143.0,575.0,,1718.0,QMJHL
1987,Defence,North Bay Centennials (OHL),737.0,152.0,,889.0,OHL
1987,Defence,Swift Current Broncos (WHL),18.0,7.0,,25.0,WHL
1987,Defence,Northern Michigan (WCHA),320.0,80.0,,400.0,
1987,Defence,Cornwall Royals (OHL),1289.0,743.0,,2032.0,OHL
1987,Forward,Hamilton Steelhawks (OHL),81.0,20.0,,101.0,OHL
1987,Forward,Saskatoon Blades (WHL),139.0,13.0,,152.0,WHL
1987,Forward,Guelph Platers (OHL),351.0,78.0,,429.0,OHL
1987,Defence,Hull Olympiques (QMJHL),396.0,30.0,,426.0,QMJHL
1987,Forward,Oshawa Generals (OHL),22.0,5.0,,27.0,OHL
1987,Forward,Cornwall Royals (OHL),120.0,27.0,,147.0,OHL
1987,Defence,Lulea HF (Sweden),236.0,83.0,,319.0,SHL
1987,Forward,TJ Sparta Praha (Czechoslovakia),55.0,14.0,,69.0,Tipsport Extraliga
1987,Defence,St. Albert (AJHL),462.0,91.0,,553.0,AJHL
1987,Forward,HV71 (Sweden),20.0,6.0,,26.0,SHL
1987,Forward,Springfield (NEJHL),2.0,1.0,,3.0,
1987,Forward,Boston University (H-East),709.0,136.0,,845.0,NCAA
1987,Forward,Medford HS (High-MA),738.0,213.0,,951.0,High School
1987,Forward,Michigan State (CCHA),449.0,239.0,,688.0,NCAA
1987,Goalie,Brandon Wheat Kings (WHL),4.0,0.0,1.0,4.0,WHL
1987,Goalie,St. Anselm (ECAC),11.0,0.0,2.0,11.0,
1987,Forward,Soo Greyhounds (OHL),1.0,0.0,,1.0,OHL
1987,Forward,Brandon Wheat Kings (WHL),403.0,197.0,,600.0,WHL
1987,Defence,Western Michigan (CCHA),6.0,0.0,,6.0,NCAA
1987,Defence,Culver Military Academy (High-IN),331.0,55.0,,386.0,High School
1987,Forward,Pembroke (CJHL),783.0,236.0,,1019.0,
1987,Forward,Greenway HS (High-MN),12.0,5.0,,17.0,High School
1987,Forward,Catholic Memorial School (High-MA),796.0,347.0,,1143.0,High School
1987,Forward,Saskatoon Blades (WHL),794.0,269.0,,1063.0,WHL
1987,Forward,Edina HS (High-MN),43.0,6.0,,49.0,High School
1987,Forward,Sherwood Park (AJHL),777.0,256.0,,1033.0,AJHL
1987,Forward,Matignon HS (High-MA),911.0,579.0,,1490.0,High School
1987,Goalie,Richfield HS (High-MN),309.0,7.0,99.0,316.0,High School
1987,Goalie,Mount St. Charles Academy (High-RI),368.0,5.0,135.0,373.0,High School
1987,Defence,Miami (Ohio) (CCHA),22.0,1.0,,23.0,NCAA
1987,Forward,Medicine Hat Tigers (WHL),894.0,277.0,,1171.0,WHL
1987,Forward,Archbishop Williams HS (High-MA),3.0,0.0,,3.0,High School
1987,Goalie,Nichols School (High-NY),6.0,0.0,2.0,6.0,High School
1987,Forward,Brynas IF (Sweden),28.0,9.0,,37.0,SHL
1987,Forward,Westboro HS (High-MA),1.0,0.0,,1.0,High School
1987,Forward,Nichols School (High-NY),5.0,0.0,,5.0,High School
1987,Forward,TJ Brno (Czechoslovakia),2.0,0.0,,2.0,Tipsport Extraliga
1987,Forward,Brick Township HS (High-NJ),728.0,239.0,,967.0,High School
1987,Goalie,Hamilton (NESCAC),491.0,6.0,191.0,497.0,
1987,Forward,Northwood School (High-NY),33.0,7.0,,40.0,High School
1987,Forward,Karpat (Finland),9.0,2.0,,11.0,SM-liiga
1987,Forward,Moose Jaw Warriors (WHL),1084.0,1088.0,,2172.0,WHL
1987,Goalie,Lukko (Finland),39.0,1.0,4.0,40.0,SM-liiga
1987,Forward,TJ Brno (Czechoslovakia),13.0,2.0,,15.0,Tipsport Extraliga
1987,Forward,St. Lawrence (ECAC),72.0,11.0,,83.0,
1987,Defence,Madison Capitols (USHL),93.0,14.0,,107.0,USHL
1987,Defence,Swift Current Broncos (WHL),65.0,5.0,,70.0,WHL
1987,Goalie,Boston College (H-East),3.0,0.0,0.0,3.0,NCAA
1987,Forward,Phillips Andover Academy (High-MA),182.0,36.0,,218.0,High School
1987,Forward,Langley (BCJHL),16.0,4.0,,20.0,
1987,Forward,Brynas IF (Sweden),18.0,4.0,,22.0,SHL
1987,Defence,Leksands IF (Sweden),46.0,18.0,,64.0,SHL
1987,Forward,CSKA Moskva (Russia),4.0,1.0,,5.0,KHL
1986,Forward,Michigan State (CCHA),779.0,528.0,,1307.0,NCAA
1986,Forward,Verdun Jr. Canadians (QMJHL),626.0,561.0,,1187.0,QMJHL
1986,Forward,Medicine Hat Tigers (WHL),89.0,31.0,,120.0,WHL
1986,Defence,Team Canada (International),637.0,384.0,,1021.0,
1986,Defence,Team Canada (International),255.0,62.0,,317.0,
1986,Forward,Laval Titan (QMJHL),1378.0,1205.0,,2583.0,QMJHL
1986,Forward,Portland Winterhawks (WHL),5.0,2.0,,7.0,WHL
1986,Forward,Prince Albert Raiders (WHL),506.0,342.0,,848.0,WHL
1986,Defence,Avon Old Farms School (High-CT),1205.0,1028.0,,2233.0,High School
1986,Forward,Laval Titan (QMJHL),598.0,164.0,,762.0,QMJHL
1986,Forward,Boston University (H-East),1181.0,757.0,,1938.0,NCAA
1986,Forward,Lethbridge Broncos (WHL),21.0,7.0,,28.0,WHL
1986,Forward,Boston College (H-East),760.0,751.0,,1511.0,NCAA
1986,Forward,Verdun Jr. Canadians (QMJHL),164.0,59.0,,223.0,QMJHL
1986,Forward,Medicine Hat Tigers (WHL),169.0,85.0,,254.0,WHL
1986,Forward,Austin Prep (High-MA),1097.0,329.0,,1426.0,High School
1986,Forward,Sudbury Wolves (OHL),137.0,35.0,,172.0,OHL
1986,Forward,Team Canada (International),57.0,9.0,,66.0,
1986,Defence,Guelph Platers (OHL),401.0,145.0,,546.0,OHL
1986,Forward,Prince Albert Raiders (WHL),4.0,0.0,,4.0,WHL
1986,Forward,Windsor Compuware Spitfires (OHL),1152.0,616.0,,1768.0,OHL
1986,Forward,Mount St. Charles Academy (High-RI),104.0,55.0,,159.0,High School
1986,Defence,St. Mark's School (High-MA),94.0,18.0,,112.0,High School
1986,Forward,Hull Olympiques (QMJHL),539.0,262.0,,801.0,QMJHL
1986,Defence,Tappara (Finland),1372.0,637.0,,2009.0,SM-liiga
1986,Defence,Selkirk (MJHL),460.0,83.0,,543.0,
1986,Forward,Kingston Canadians (OHL),14.0,0.0,,14.0,OHL
1986,Defence,Prince Albert Raiders (WHL),40.0,8.0,,48.0,WHL
1986,Defence,Windsor Compuware Spitfires (OHL),544.0,139.0,,683.0,OHL
1986,Defence,Saskatoon Blades (WHL),431.0,104.0,,535.0,WHL
1986,Defence,Armstrong HS (High-MN),235.0,46.0,,281.0,High School
1986,Forward,Hull Olympiques (QMJHL),8.0,0.0,,8.0,QMJHL
1986,Forward,Kingston Canadians (OHL),4.0,0.0,,4.0,OHL
1986,Defence,Shawinigan Cataractes (QMJHL),34.0,0.0,,34.0,QMJHL
1986,Defence,Denver (WCHA),17.0,4.0,,21.0,
1986,Defence,Guelph Platers (OHL),8.0,1.0,,9.0,OHL
1986,Forward,Tappara Jr. (Finland Jr.),98.0,44.0,,142.0,SM-liiga
1986,Forward,Soo Greyhounds (OHL),14.0,4.0,,18.0,OHL
1986,Forward,Maine (H-East),720.0,200.0,,920.0,NCAA
1986,Defence,Winkler (MJHL),14.0,3.0,,17.0,
1986,Forward,Wilbraham & Monson Academy (High-MA),15.0,2.0,,17.0,High School
1986,Defence,Soo Greyhounds (OHL),569.0,70.0,,639.0,OHL
1986,Defence,Ilves (Finland),985.0,468.0,,1453.0,SM-liiga
1986,Defence,Calgary (AJHL),3.0,0.0,,3.0,AJHL
1986,Forward,Toronto Marlboros (OHL),546.0,122.0,,668.0,OHL
1986,Goalie,Merrimack (NCAA-Ind.),85.0,5.0,34.0,90.0,
1986,Defence,Kamloops Blazers (WHL),10.0,5.0,,15.0,WHL
1986,Goalie,Saskatoon Blades (WHL),340.0,16.0,149.0,356.0,WHL
1986,Forward,Laval Titan (QMJHL),33.0,9.0,,42.0,QMJHL
1986,Forward,Sodertalje SK (Sweden),104.0,33.0,,137.0,SHL
1986,Forward,Kamloops Blazers (WHL),543.0,438.0,,981.0,WHL
1986,Forward,Longueuil Chevaliers (QMJHL),638.0,161.0,,799.0,QMJHL
1986,Forward,Karpat (Finland),114.0,37.0,,151.0,SM-liiga
1986,Forward,Regina Pats (WHL),711.0,113.0,,824.0,WHL
1986,Defence,Windsor Compuware Spitfires (OHL),384.0,80.0,,464.0,OHL
1986,Defence,Belleville Bulls (OHL),3.0,0.0,,3.0,OHL
1986,Forward,Hamilton Steelhawks (OHL),1.0,0.0,,1.0,OHL
1986,Defence,TJ Sparta Praha (Czechoslovakia),465.0,119.0,,584.0,Tipsport Extraliga
1986,Forward,Regina Pats (WHL),5.0,0.0,,5.0,WHL
1986,Goalie,Peterborough Petes (OHL),537.0,7.0,186.0,544.0,OHL
1986,Forward,Soo Greyhounds (OHL),22.0,3.0,,25.0,OHL
1986,Forward,Nacka HK (Sweden-2),609.0,311.0,,920.0,Allsvenskan
1986,Forward,Seattle Thunderbirds (WHL),2.0,1.0,,3.0,WHL
1986,Defence,North Bay Centennials (OHL),43.0,9.0,,52.0,OHL
1986,Defence,Tappara (Finland),185.0,34.0,,219.0,SM-liiga
1986,Forward,Guelph Platers (OHL),56.0,23.0,,79.0,OHL
1986,Forward,Hamilton Steelhawks (OHL),7.0,1.0,,8.0,OHL
1986,Forward,Saskatoon Blades (WHL),5.0,2.0,,7.0,WHL
1986,Forward,London Knights (OHL),7.0,3.0,,10.0,OHL
1986,Goalie,Duluth Denfield HS (High-MN),62.0,2.0,21.0,64.0,High School
1986,Forward,Hamilton Steelhawks (OHL),150.0,16.0,,166.0,OHL
1986,Forward,Oshawa Generals (OHL),425.0,43.0,,468.0,OHL
1986,Forward,North Bay Centennials (OHL),635.0,411.0,,1046.0,OHL
1986,Defence,Drummondville Voltigeurs (QMJHL),28.0,7.0,,35.0,QMJHL
1986,Defence,Boston University (H-East),5.0,1.0,,6.0,NCAA
1986,Defence,Mora IK (Sweden-2),82.0,33.0,,115.0,Allsvenskan
1986,Forward,Prince Albert Raiders (WHL),383.0,203.0,,586.0,WHL
1986,Forward,North Bay Centennials (OHL),397.0,78.0,,475.0,OHL
1986,Forward,Lake Superior State (CCHA),67.0,18.0,,85.0,NCAA
1986,Forward,Soo Greyhounds (OHL),10.0,0.0,,10.0,OHL
1986,Forward,Sudbury Wolves (OHL),416.0,136.0,,552.0,OHL
1986,Defence,Moose Jaw Warriors (WHL),1056.0,252.0,,1308.0,WHL
1986,Defence,Ottawa 67's (OHL),15.0,4.0,,19.0,OHL
1986,Defence,Prince Albert Raiders (WHL),631.0,77.0,,708.0,WHL
1986,Defence,Oshawa Generals (OHL),1.0,1.0,,2.0,OHL
1986,Defence,Lake Superior State (CCHA),32.0,2.0,,34.0,NCAA
1986,Forward,Laval Titan (QMJHL),1.0,0.0,,1.0,QMJHL
1986,Defence,St. Thomas Academy (High-MN),26.0,5.0,,31.0,High School
1986,Forward,Western Michigan (CCHA),18.0,4.0,,22.0,NCAA
1986,Defence,Hull Olympiques (QMJHL),4.0,0.0,,4.0,QMJHL
1986,Defence,Vernon (BCJHL),988.0,129.0,,1117.0,
1986,Forward,Stratford (MWJHL),121.0,8.0,,129.0,
1986,Forward,North Bay Centennials (OHL),501.0,207.0,,708.0,OHL
1986,Defence,Cooper HS (High-MN),393.0,49.0,,442.0,High School
1986,Goalie,Penticton (BCJHL),1.0,0.0,0.0,1.0,
1986,Goalie,Calgary Royals (AAHA),2.0,0.0,0.0,2.0,
1986,Goalie,Vernon (BCJHL),2.0,0.0,0.0,2.0,
1986,Goalie,Sainte-Foy (QMAAA),32.0,0.0,4.0,32.0,
1986,Goalie,Minnesota (WCHA),46.0,2.0,16.0,48.0,
1986,Defence,Little Caesars 18U AAA (18U AAA),235.0,46.0,,281.0,
1986,Defence,Kamloops Blazers (WHL),474.0,224.0,,698.0,WHL
1986,Defence,Soo Greyhounds (OHL),2.0,0.0,,2.0,OHL
1986,Defence,St. Paul Vulcans (USHL),2.0,0.0,,2.0,USHL
1986,Forward,Michigan Tech (WCHA),5.0,0.0,,5.0,
1986,Forward,Belleville Bulls (OHL),126.0,42.0,,168.0,OHL
1986,Forward,Belleville Bulls (OHL),10.0,0.0,,10.0,OHL
1986,Forward,CSKA Moskva (Russia),61.0,34.0,,95.0,KHL
1986,Defence,Djurgardens IF (Sweden),25.0,4.0,,29.0,SHL
1986,Forward,Oshawa Generals (OHL),2.0,0.0,,2.0,OHL
1985,Forward,Saskatoon Blades (WHL),793.0,564.0,,1357.0,WHL
1985,Forward,Michigan State (CCHA),634.0,497.0,,1131.0,NCAA
1985,Defence,Kitchener Rangers (OHL),695.0,173.0,,868.0,OHL
1985,Forward,London Knights (OHL),549.0,229.0,,778.0,OHL
1985,Defence,Calgary Wranglers (WHL),838.0,204.0,,1042.0,WHL
1985,Forward,Hamilton Steelhawks (OHL),321.0,120.0,,441.0,OHL
1985,Forward,Ostersunds IK (Sweden),966.0,655.0,,1621.0,SHL
1985,Forward,Regina Pats (WHL),470.0,209.0,,679.0,WHL
1985,Forward,Sudbury Wolves (OHL),38.0,9.0,,47.0,OHL
1985,Forward,Oshawa Generals (OHL),7.0,1.0,,8.0,OHL
1985,Defence,Prince Albert Raiders (WHL),1103.0,390.0,,1493.0,WHL
1985,Forward,Drummondville Voltigeurs (QMJHL),71.0,22.0,,93.0,QMJHL
1985,Forward,Soo Greyhounds (OHL),830.0,612.0,,1442.0,OHL
1985,Defence,Vastra Frolunda HC (Sweden-2),1109.0,535.0,,1644.0,Allsvenskan
1985,Forward,Kitchener Rangers (OHL),36.0,12.0,,48.0,OHL
1985,Forward,Minneapolis Southwest HS (High-MN),596.0,237.0,,833.0,High School
1985,Forward,Kamloops Blazers (WHL),3.0,1.0,,4.0,WHL
1985,Forward,Toronto Marlboros (OHL),280.0,88.0,,368.0,OHL
1985,Forward,Kingston Canadians (OHL),19.0,3.0,,22.0,OHL
1985,Forward,Peterborough Petes (OHL),19.0,7.0,,26.0,OHL
1985,Forward,Oshawa Generals (OHL),27.0,4.0,,31.0,OHL
1985,Goalie,Toronto Marlboros (OHL),820.0,28.0,324.0,848.0,OHL
1985,Goalie,Medicine Hat Tigers (WHL),72.0,1.0,22.0,73.0,WHL
1985,Goalie,Peterborough Petes (OHL),155.0,9.0,60.0,164.0,OHL
1985,Forward,Cornell (ECAC),1257.0,1126.0,,2383.0,
1985,Goalie,Northwood School (High-NY),666.0,11.0,301.0,677.0,High School
1985,Defence,Kelowna Wings (WHL),105.0,49.0,,154.0,WHL
1985,Defence,Quebec Remparts (QMJHL),119.0,20.0,,139.0,QMJHL
1985,Defence,North Yarmouth Academy (High-ME),1157.0,388.0,,1545.0,High School
1985,Defence,Armstrong HS (High-MN),8.0,4.0,,12.0,High School
1985,Forward,Regina Pats (WHL),323.0,111.0,,434.0,WHL
1985,Forward,St. Jean Castors (QMJHL),863.0,543.0,,1406.0,QMJHL
1985,Forward,Hamilton Steelhawks (OHL),146.0,87.0,,233.0,OHL
1985,Forward,Kingston Canadians (OHL),343.0,89.0,,432.0,OHL
1985,Forward,Peterborough Petes (OHL),531.0,239.0,,770.0,OHL
1985,Forward,Brandon Wheat Kings (WHL),42.0,4.0,,46.0,WHL
1985,Forward,Stratford (MWJHL),771.0,488.0,,1259.0,
1985,Defence,Notre Dame Hounds (SMAAAHL),43.0,7.0,,50.0,
1985,Forward,Kelowna Wings (WHL),5.0,0.0,,5.0,WHL
1985,Defence,Guelph Platers (OHL),751.0,398.0,,1149.0,OHL
1985,Forward,Granby Bisons (QMJHL),12.0,1.0,,13.0,QMJHL
1985,Goalie,New Westminster Bruins (WHL),647.0,24.0,240.0,671.0,WHL
1985,Defence,Portland Winterhawks (WHL),708.0,83.0,,791.0,WHL
1985,Forward,Sudbury Wolves (OHL),13.0,6.0,,19.0,OHL
1985,Goalie,Northeastern (H-East),11.0,0.0,0.0,11.0,NCAA
1985,Goalie,Chicoutimi Sagueneens (QMJHL),215.0,4.0,81.0,219.0,QMJHL
1985,Forward,Peterborough Petes (OHL),107.0,19.0,,126.0,OHL
1985,Forward,Hamilton Steelhawks (OHL),5.0,1.0,,6.0,OHL
1985,Defence,Lethbridge Broncos (WHL),30.0,4.0,,34.0,WHL
1985,Forward,Drummondville Voltigeurs (QMJHL),193.0,42.0,,235.0,QMJHL
1985,Forward,Trois-Rivieres Draveurs (QMJHL),8.0,2.0,,10.0,QMJHL
1985,Forward,Kelowna Wings (WHL),792.0,305.0,,1097.0,WHL
1985,Defence,IF Troja Ljungby (Sweden-2),161.0,43.0,,204.0,Allsvenskan
1985,Defence,Farjestad BK (Sweden),1022.0,581.0,,1603.0,SHL
1985,Defence,North Bay Centennials (OHL),846.0,250.0,,1096.0,OHL
1985,Defence,Lawrence Academy (High-MA),28.0,6.0,,34.0,High School
1985,Forward,Prince Albert Raiders (WHL),49.0,15.0,,64.0,WHL
1985,Forward,TJ Brno (Czechoslovakia),771.0,338.0,,1109.0,Tipsport Extraliga
1985,Defence,St. Clair Falcons (NAHL),218.0,31.0,,249.0,NAHL
1985,Defence,TJ Pardubice (Czechoslovakia),46.0,13.0,,59.0,Tipsport Extraliga
1985,Forward,Victoria Cougars (WHL),168.0,61.0,,229.0,WHL
1985,Forward,Richmond (BCJHL),4.0,0.0,,4.0,
1985,Defence,TJ Slava Praha (Czechoslovakia),92.0,48.0,,140.0,Tipsport Extraliga
1985,Forward,Medicine Hat Tigers (WHL),488.0,71.0,,559.0,WHL
1985,Forward,Orillia (OJAHL),30.0,6.0,,36.0,
1985,Forward,Michigan Tech (WCHA),932.0,363.0,,1295.0,
1985,Defence,Medicine Hat Tigers (WHL),52.0,12.0,,64.0,WHL
1985,Defence,Trois-Rivieres Draveurs (QMJHL),268.0,42.0,,310.0,QMJHL
1985,Forward,Prince Albert Raiders (WHL),6.0,1.0,,7.0,WHL
1985,Defence,Cornwall Royals (OHL),902.0,164.0,,1066.0,OHL
1985,Forward,Weymouth North HS (High-MA),291.0,138.0,,429.0,High School
1985,Forward,Aurora (OJAHL),318.0,118.0,,436.0,
1985,Forward,Wisconsin (WCHA),2.0,0.0,,2.0,
1985,Goalie,Compuware Ambassadors (NAHL),128.0,4.0,28.0,132.0,NAHL
1985,Forward,Penticton (BCJHL),9.0,1.0,,10.0,
1985,Forward,Regina Pats (WHL),729.0,39.0,,768.0,WHL
1985,Forward,Kelowna Wings (WHL),154.0,29.0,,183.0,WHL
1985,Defence,Catholic Memorial School (High-MA),295.0,63.0,,358.0,High School
1985,Forward,Peterborough Petes (OHL),706.0,450.0,,1156.0,OHL
1985,Defence,St. Lawrence (ECAC),27.0,3.0,,30.0,
1985,Forward,Lethbridge Broncos (WHL),1.0,0.0,,1.0,WHL
1985,Goalie,Quebec Remparts (QMJHL),40.0,0.0,12.0,40.0,QMJHL
1985,Goalie,Vermont (ECAC),53.0,3.0,19.0,56.0,
1985,Defence,Oshawa Generals (OHL),217.0,34.0,,251.0,OHL
1985,Defence,Seattle Breakers (WHL),352.0,38.0,,390.0,WHL
1985,Defence,Quebec Remparts (QMJHL),1.0,0.0,,1.0,QMJHL
1985,Forward,ASD Dukla Jihlava (Czechoslovakia),11.0,2.0,,13.0,Tipsport Extraliga
1985,Defence,St. Albert (AJHL),1.0,0.0,,1.0,AJHL
1985,Forward,Moose Jaw Warriors (WHL),1182.0,309.0,,1491.0,WHL
1985,Defence,Oshawa Generals (OHL),862.0,323.0,,1185.0,OHL
1985,Forward,St. Clair Falcons (NAHL),7.0,2.0,,9.0,NAHL
1985,Forward,Lethbridge Broncos (WHL),12.0,2.0,,14.0,WHL
1985,Defence,Peterborough Petes (OHL),120.0,9.0,,129.0,OHL
1985,Defence,Buffalo Jr. Sabres (NAHL),258.0,107.0,,365.0,NAHL
1985,Forward,Toronto Marlboros (OHL),11.0,1.0,,12.0,OHL
1985,Forward,CSKA Moskva (Russia),921.0,644.0,,1565.0,KHL
1985,Forward,Leksands IF Jr. (Sweden Jr.),23.0,5.0,,28.0,J20 Nationell
1985,Forward,Madison Memorial HS (High-WI),21.0,5.0,,26.0,High School
1985,Forward,Guelph Platers (OHL),70.0,19.0,,89.0,OHL
1985,Defence,Choate-Rosemary Hall (High-CT),173.0,64.0,,237.0,High School
1985,Defence,Timra IK (Sweden-2),106.0,48.0,,154.0,Allsvenskan
1985,Forward,Kamloops Blazers (WHL),364.0,31.0,,395.0,WHL
1985,Forward,Prince Albert Raiders (WHL),696.0,54.0,,750.0,WHL
1985,Forward,HIFK (Finland),27.0,3.0,,30.0,SM-liiga
1984,Forward,Laval Voisins (QMJHL),915.0,1723.0,,2638.0,QMJHL
1984,Forward,Guelph Platers (OHL),1349.0,959.0,,2308.0,OHL
1984,Forward,Team USA (International),1031.0,794.0,,1825.0,
1984,Defence,Belleville Bulls (OHL),799.0,463.0,,1262.0,OHL
1984,Defence,TJ Litvinov (Czechoslovakia),1028.0,399.0,,1427.0,Tipsport Extraliga
1984,Defence,Team Canada (International),191.0,84.0,,275.0,
1984,Forward,Kitchener Rangers (OHL),878.0,440.0,,1318.0,OHL
1984,Forward,Brantford Alexanders (OHL),1156.0,693.0,,1849.0,OHL
1984,Defence,Kamloops Junior Oilers (WHL),1071.0,528.0,,1599.0,WHL
1984,Defence,Longueuil Chevaliers (QMJHL),899.0,250.0,,1149.0,QMJHL
1984,Defence,Quebec Remparts (QMJHL),1171.0,435.0,,1606.0,QMJHL
1984,Forward,Ottawa 67's (OHL),1224.0,910.0,,2134.0,OHL
1984,Defence,Peterborough Petes (OHL),858.0,230.0,,1088.0,OHL
1984,Forward,Guelph Platers (OHL),71.0,12.0,,83.0,OHL
1984,Forward,Kingston Canadians (OHL),44.0,8.0,,52.0,OHL
1984,Defence,North Bay Centennials (OHL),1157.0,677.0,,1834.0,OHL
1984,Forward,Vastra Frolunda IF (Sweden),761.0,264.0,,1025.0,SHL
1984,Forward,Prince Albert Raiders (WHL),76.0,37.0,,113.0,WHL
1984,Defence,Regina Pats (WHL),18.0,2.0,,20.0,WHL
1984,Defence,London Knights (OHL),229.0,20.0,,249.0,OHL
1984,Goalie,Belleville Bulls (OHL),332.0,6.0,110.0,338.0,OHL
1984,Forward,Kitchener Rangers (OHL),48.0,12.0,,60.0,OHL
1984,Defence,Windsor Spitfires (OHL),1007.0,354.0,,1361.0,OHL
1984,Defence,Portland Winterhawks (WHL),568.0,296.0,,864.0,WHL
1984,Forward,Henry Carr (MetJBHL),1431.0,840.0,,2271.0,
1984,Defence,Calgary Wranglers (WHL),561.0,82.0,,643.0,WHL
1984,Forward,Granby Bisons (QMJHL),1054.0,819.0,,1873.0,QMJHL
1984,Forward,New Hampshire (ECAC),321.0,121.0,,442.0,
1984,Forward,Portland Winterhawks (WHL),9.0,0.0,,9.0,WHL
1984,Forward,Orillia (OJAHL),758.0,371.0,,1129.0,
1984,Defence,Soo Greyhounds (OHL),74.0,10.0,,84.0,OHL
1984,Forward,Matignon HS (High-MA),702.0,283.0,,985.0,High School
1984,Forward,Ilves (Finland),117.0,59.0,,176.0,SM-liiga
1984,Defence,Sudbury Wolves (OHL),747.0,584.0,,1331.0,OHL
1984,Defence,Kingston Canadians (OHL),262.0,25.0,,287.0,OHL
1984,Forward,Edina HS (High-MN),1013.0,360.0,,1373.0,High School
1984,Forward,Regina Pats (WHL),2.0,0.0,,2.0,WHL
1984,Forward,Portland Winterhawks (WHL),8.0,1.0,,9.0,WHL
1984,Goalie,Kamloops Junior Oilers (WHL),27.0,0.0,8.0,27.0,WHL
1984,Defence,Saskatoon Blades (WHL),593.0,129.0,,722.0,WHL
1984,Forward,St. John's Prep (High-MA),142.0,87.0,,229.0,High School
1984,Defence,Oshawa Generals (OHL),53.0,10.0,,63.0,OHL
1984,Defence,Soo Greyhounds (OHL),3.0,4.0,,7.0,OHL
1984,Defence,ASD Dukla Jihlava (Czechoslovakia),14.0,5.0,,19.0,Tipsport Extraliga
1984,Goalie,Granby Bisons (QMJHL),1029.0,45.0,551.0,1074.0,QMJHL
1984,Forward,St. Lawrence (ECAC),56.0,20.0,,76.0,
1984,Defence,Regina Pats (WHL),402.0,42.0,,444.0,WHL
1984,Defence,Laval Voisins (QMJHL),725.0,112.0,,837.0,QMJHL
1984,Forward,Kitchener Rangers (OHL),23.0,5.0,,28.0,OHL
1984,Forward,TJ Kladno (Czechoslovakia),825.0,599.0,,1424.0,Tipsport Extraliga
1984,Forward,Cornwall Royals (OHL),817.0,657.0,,1474.0,OHL
1984,Defence,Cushing Academy (High-MA),799.0,384.0,,1183.0,High School
1984,Goalie,London Knights (OHL),174.0,8.0,53.0,182.0,OHL
1984,Forward,Petrolia (WOHL),532.0,336.0,,868.0,
1984,Forward,Roseau HS (High-MN),322.0,101.0,,423.0,High School
1984,Forward,Peterborough Petes (OHL),849.0,151.0,,1000.0,OHL
1984,Defence,London Knights (OHL),256.0,40.0,,296.0,OHL
1984,Forward,Notre Dame Hounds (SMAAAHL),158.0,83.0,,241.0,
1984,Forward,Ilves (Finland),60.0,17.0,,77.0,SM-liiga
1984,Forward,Assat (Finland),14.0,5.0,,19.0,SM-liiga
1984,Forward,Chelmsford HS (High-MA),103.0,49.0,,152.0,High School
1984,Defence,Kent School (High-CT),6.0,0.0,,6.0,High School
1984,Defence,North Bay Centennials (OHL),1.0,0.0,,1.0,OHL
1984,Goalie,Assat (Finland),142.0,2.0,37.0,144.0,SM-liiga
1984,Forward,Stratford (MWJHL),35.0,7.0,,42.0,
1984,Forward,Seattle Breakers (WHL),328.0,40.0,,368.0,WHL
1984,Forward,London Knights (OHL),63.0,15.0,,78.0,OHL
1984,Forward,Lethbridge Broncos (WHL),1.0,0.0,,1.0,WHL
1984,Forward,London Knights (OHL),1.0,0.0,,1.0,OHL
1984,Defence,Prince Albert Raiders (WHL),29.0,12.0,,41.0,WHL
1984,Goalie,Oshawa Generals (OHL),612.0,23.0,245.0,635.0,OHL
1984,Forward,Brantford Alexanders (OHL),78.0,36.0,,114.0,OHL
1984,Goalie,Kingston Canadians (OHL),2.0,0.0,0.0,2.0,OHL
1984,Forward,Richmond (BCJHL),144.0,56.0,,200.0,
1984,Forward,Penticton (BCJHL),1269.0,1391.0,,2660.0,
1984,Defence,Leksands IF (Sweden),813.0,186.0,,999.0,SHL
1984,Defence,Belleville Bulls (OHL),2.0,0.0,,2.0,OHL
1984,Forward,Cornwall Royals (OHL),697.0,182.0,,879.0,OHL
1984,Forward,New Westminster Bruins (WHL),1137.0,869.0,,2006.0,WHL
1984,Forward,Bramalea (MetJBHL),203.0,90.0,,293.0,
1984,Goalie,Kelowna Wings (WHL),191.0,6.0,67.0,197.0,WHL
1984,Forward,Brandon Wheat Kings (WHL),67.0,19.0,,86.0,WHL
1984,Forward,Columbus HS (High-MA),15.0,3.0,,18.0,High School
1984,Forward,Michigan (CCHA),148.0,56.0,,204.0,NCAA
1984,Defence,Brandon Wheat Kings (WHL),81.0,1.0,,82.0,WHL
